"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
75651	20110930	CERESCOBANK	1993	CERESCO	NE	680170036	
76135	20110930	HIGHLAND COMMUNITY BANK	20290	CHICAGO	IL	60620	
76153	20110930	BANK OF CLARKS	16953	CLARKS	NE	68628	
76443	20110930	The Peoples Bank	1566	Taylorsville	KY	40071	
76854	20110930	GRAND BANK	22065	TULSA	OK	741353247	
77150	20110930	First Farmers & Merchants State Bank Grand Meadow	15621	Grand Meadow	MN	559360188	
77253	20110930	Hondo National Bank, The	15345	Hondo	TX	78861	
77422	20110930	Community Bankers' Bank	26871	Midlothian	VA	23113	
77758	20110930	First National Bank & Trust Company of Columbus	5393	Columbus	NE	686020730	
77851	20110930	First Bank & Trust	3973	Brookings	SD	570065057	
78036	20110930	MONROE COUNTY BANK	156	FORSYTH	GA	31029	
78157	20110930	Bandera Bank	26653	Bandera	TX	780031596	
78241	20110930	THE FIRST NATIONAL BANK OF MCGEHEE	21379	MCGEHEE	AR	716540728	
78559	20110930	Summit National Bank	25054	Hulett	WY	82720	
78858	20110930	Patriot Bank	3258	Houston	TX	77063	
79042	20110930	West Point Bank	12166	Radcliff	KY	40159	
79127	20110930	HOME NATIIONAL BANK	6680	RACINE	OH	45771	
79145	20110930	Farmers & Merchants State Bank	13242	Waterloo	WI	53594	
79257	20110930	First State Bank of Grove City	8857	Grove City	MN	56243	
79855	20110930	CITY BANK   TRUST CO.	05396	CRETE,	NE	68333-0288	
80020	20110930	Manor Bank	7907	Manor	PA	15665	
80150	20110930	First Fidelity Bank	1122	Burke	SD	57523	
80431	20110930	UNION BANK & TRUST COMPANY	9179	LIVINGSTON	TN	38570	
80552	20110930	State Bank Of Hamburg	8199	Hamburg	MN	55339	
80936	20110930	Capital Bank	19195	Fort Oglethorpe	GA	30742	
81429	20110930	Clover Community Bank	27055	Clover	SC	29710	
82033	20110930	First National Bank of Pasco	26829	Dade City	FL	33525	
82257	20110930	BRYANT STATE BANK	06064	BRYANT	SD	57221-0215	
82350	20110930	THE LAUDERDALE COUNTY BANK	22835	HALLS	TN	38040	
82659	20110930	CITIZENS STATE BANK OF HAYFIELD	10957	HAYFIELD	MN	55940	
83151	20110930	Flagship Bank Minnesota	8188	Wayzata	MN	55391	
83236	20110930	Bank of the South	19125	Pensacola	FL	32506	
83375	20110930	CENTURY BANK	28362	SANTA FE	NM	875041507	
83638	20110930	MERCANTIL COMMERCEBANK, N.A.	22953	CORAL GABLES	FL	33134	
83834	20110930	AMERICAN BANK & TRUST COMPANY	17906	OPELOUSAS	LA	70571	
83852	20110930	Richland State Bank	1675	Bruce	SD	572200338	
83955	20110930	GREENFIELD BANKING COMPANY	15255	GREENFIELD	TN	38230	
84046	20110930	First Trust and Savings Bank	10123	Coralville	IA	52241	
84055	20110930	The First National Bank of Herman	5163	Herman	MN	562480189	
84251	20110930	FARMERS STATE BANK	10652	EWING	NE	687350007	
84541	20110930	Guaranty Bank and Trust Company	15953	Belzoni	MS	39038	
84804	20110930	Citizens Bank of Cape Vincent	8908	Cape Vincent	NY	13618	
85052	20110930	Uinta Bank	1167	Mountain View	WY	82939	
85258	20110930	Exchange State Bank	8212	Luverne	MN	56156	
85454	20110930	BANK OF LAVERNE	4130	LAVERNE	OK	738481147	
85931	20110930	PATTERSON STATE BANK	12609	PATTERSON	LA	70392	
86349	20110930	Union Bank of Mena	14597	Mena	AR	71953	
86358	20110930	Franklin State Bank	11023	Franklin	NE	68939	
86527	20110930	The First National Bank of Shelby	4910	Shelby	NC	28150	
86554	20110930	CHESTER COUNTY BANK	19813	HENDERSON	TN	38340	
87047	20110930	First State Bank of Porter	12836	Porter	IN	46304	
87159	20110930	First State Bank of Newcastle	1168	Newcastle	WY	82701	
87234	20110930	FIRST NATIONAL BANK	4952	MCMINNVILLE	TN	37110	
87476	20110930	Wilmington Savings Bank, The	31539	Wilmington	OH	45177	
88240	20110930	Panora State Bank	18001	Panora	IA	50216	
88259	20110930	JANESVILLE STATE BANK	10960	JANESVILLE	MN	56048	
88352	20110930	First State Bank of Bedias	16895	Bedias	TX	77831	
88455	20110930	Geneva State Bank	18740	Geneva	NE	68361	
88530	20110930	IBERVILLE BANK	8807	PLAQUEMINE	LA	707650695	
88950	20110930	Financial Security Bank	10176	Kerkhoven	MN	562520258	
89032	20110930	Plaquemine Bank & Trust Company	19800	Plaquemine	LA	70764	
89135	20110930	First National Bank of Wauchula	18136	Wauchula	FL	33873	
89751	20110930	The Home State Bank	16902	Loveland	CO	80538	
89854	20110930	MINNSTAR BANK N A	13809	LAKE CRYSTAL	MN	560550270	
89957	20110930	First National Bank of Bells/Savoy	3098	Bells	TX	75414	
90047	20110930	Palo Savings Bank	13990	Palo	IA	52324-0020	
90328	20110930	GRAYSON NATIONAL BANK	6861	INDEPENDENCE	VA	24348	
90337	20110930	Community Bank	19143	Raceland	LA	703940248	
90645	20110930	COMMERCIAL BANK	12518	WHITEWATER	WI	531900000	
90739	20110930	Spivey State Bank	19389	Swainsboro	GA	30401	
91156	20110930	CornerBank, National Association	4803	Winfield	KS	671560545	
91259	20110930	First Farmers & Merchants National Bank LeSueur	8855	Le Sueur	MN	560581909	
91615	20110930	THE ANTWERP EXCHANGE BANK COMPANY	14523	ANTWERP	OH	45813	
91651	20110930	SECURITY STATE BANK OF LEWISTON	10201	LEWISTON	MN	55952	
91754	20110930	First National Bank of Bellville	3099	Bellville	TX	77418	
91950	20110930	FARMERS STATE BANK OF CANTON	11133	CANTON	SD	57013	
92050	20110930	Mancos Valley Bank	19205	Mancos	CO	81328	
92144	20110930	Community State Bank	17551	Paton	IA	502170217	
92706	20110930	Sugar River Bank	18028	Newport	NH	037730569	
92854	20110930	STATE BANK OF LUCAN	15890	LUCAN	MN	56255-0138	
92902	20110930	BANK OF CATTARAUGUS	9406	CATTARAUGUS	NY	14719	
93244	20110930	Woodford State Bank	10011	Woodford	WI	53599	
93413	20110930	Mainline National Bank	16171	Ebensburg	Pa	15931	
93543	20110930	Springs Valley Bank & Trust	4419	French Lick	IN	47432	
93619	20110930	State Street Bank and Trust Company, N.A.	24938	New York	NY	10006	
93721	20110930	First Citizens Bank and Trust Co., Inc.	15504	Columbia	SC	29201	
93758	20110930	First National Bank in Mahnomen	5190	Mahnomen	MN	56557	
94139	20110930	MERCHANTS & MARINE BANK	12203	PASCAGOULA	MS	395680429	
94456	20110930	Guide Rock State Bank	11469	GUIDE ROCK	NE	68942	
94522	20110930	Benchmark Community Bank	20484	Kenbridge	VA	23944	
94755	20110930	Sundance State Bank	1169	Sundance	WY	827290950	
94858	20110930	Adrian Bank	8251	Adrian	MO	64720	
95051	20110930	First Midwest Bank	6078	CENTERVILLE	SD	57014	
95659	20110930	THE MORRIS STATE BANK	429	MORRIS	OK	74445	
96553	20110930	HERSHEY STATE BANK	19809	HERSHEY	NE	69143	
97055	20110930	HENDERSON STATE BANK	17229	HENDERSON	NE	68371	
97279	20110930	WOODSFIELD SAVINGS BANK	32292	WOODSFIELD	OH	437939285	
97457	20110930	Citizens Bank of Amsterdam	22601	Amsterdam	Mo	64723	
97804	20110930	Hoosac Bank	90253	North Adams	MA	01247	
97943	20110930	Marion County State Bank	15272	Pella	IA	50219	
98351	20110930	The Citizens State Bank of Ouray	1779	Ouray	CO	81427	
98454	20110930	FRANKLIN NATIONAL BANK	18424	MINNEAPOLIS	MN	55404	
98463	20110930	Citizens Bank	17809	Corvallis	OR	973390030	
98548	20110930	Bank of Indiana, National Association	4331	Dana	IN	47847	
98641	20110930	National Bank of Arkansas in North Little Rock	23331	North Little Rock	AR	72116	
98717	20110930	Eastbank, National Association	25749	New York	NY	10013	
99059	20110930	Vista Bank Texas	20349	Houston	TX	77002	
99143	20110930	Merchants and Planters Bank	16464	Newport	AR	72112	
99255	20110930	FIRST STATE BANK OF CLAREMONT	484	GROTON	SD	57445	
99442	20110930	BANK OF COMMERCE	9359	GREENWOOD	MS	38930	
99536	20110930	Bank Of Putnam County	8432	Cookeville	TN	38501	
99853	20110930	First State Bank	9879	Noble	OK	73068	
99974	20110930	Bank of Fairfield	11207	Fairfield	WA	99012	
100236	20110930	Sunmark Community Bank	16825	Hawkinsville	GA	31036	
100357	20110930	Legend Bank N. A.	3108	Bowie	TX	76230	
100553	20110930	Dakota Heritage State Bank	12643	Chancellor	SD	570150107	
100562	20110930	Tri Counties Bank	21943	Chico	CA	95973	
100843	20110930	First National Banking Company	1294	Ash Flat	AR	72513	
101019	20110930	Bank Leumi USA	19842	New York	NY	10170	
101037	20110930	First American Bank and Trust	8149	Vacherie	LA	70090	
101345	20110930	Citizens State Bank	8727	Bald Knob	AR	720100200	
101439	20110930	Durden Banking Company, Inc.	15336	Twin City	GA	30471	
101671	20110930	Adirondack Bank	28380	Uitca	NY	13501	
101738	20110930	Great Southern National Bank	8552	Meridian	MS	393021271	
101952	20110930	Brady National Bank	3109	Brady	TX	76825	
102155	20110930	STATE GUARANTY BANK	5995	OKEENE	OK	73763	
102333	20110930	Wilkinson County Bank	10074	Irwinton	GA	31042	
102342	20110930	RACCOON VALLEY BANK	00245	PERRY	IA	50220	
102539	20110930	Community Banks of Shelby County	920	COWDEN	IL	62422	
102557	20110930	Foundation First Bank	18761	Waterloo	NE	68069	
103134	20110930	THE BANK OF COMMERCE	1374	WHITE CASTLE	LA	70788	
103255	20110930	LANDMARK BANK, N.A.	4537	COLUMBIA	MO	65201	
103563	20110930	FIRST STATE BANK	17909	MOBEETIE	TX	79061	
103602	20110930	State Bank of Chittenango	12940	Oneida	NY	13421	
104056	20110930	Lakewood Bank, N.A.	18969	Baxter	MN	56425	
104234	20110930	Harrison County Bank	9030	Lost Creek	WV	263850098	
104430	20110930	Jasper Banking Company	16240	Jasper	GA	30143	
104542	20110930	MARSEILLES BANK	16318	MARSEILLES	IL	61341	
105026	20110930	The Farmers Bank of Willards	5885	Willards	MD	21874	
105053	20110930	FIRST STAR BANK, S.S.B.	1176	BREMOND	TX	76629	
105071	20110930	The Patapsco Bank	30869	Dundalk	MD	21222	
105222	20110930	VIRGINIA COMMUNITY BANK	22331	LOUISA	VA	23093	
105530	20110930	Farmers State Bank	13775	Mountain City	TN	37683	
105633	20110930	Bank Of Dooly	22309	Vienna	GA	31092	
106359	20110930	First Fidelity Bank, National Association	23473	Oklahoma City	OK	73118	
106377	20110930	CAPE BANK	28395	CAPE MAY COURT HOUSE	NJ	8210	
106452	20110930	Pueblo Bank and Trust	12594	Pueblo	CO	81003	
106519	20110930	THE CITIZENS BANK OF ASHVILLE	13223	ASHVILLE	OH	43103	
106546	20110930	Polk County Bank	14194	Johnston	IA	501310200	
106658	20110930	First Financial Bank, N.A. Southlake	3114	Southlake	TX	76092	
107057	20110930	State Bank of Bricelyn	08847	Bricelyn	MN	56014	
107226	20110930	Community National Bank of Northwestern PA	10032	Albion	PA	16401	
107244	20110930	Bank of the Ozarks	110	Little Rock	AR	722318811	
107431	20110930	Perkins State Bank	134	Williston	FL	32696	
107459	20110930	THE CORDER BANK	9374	CORDER	MO	64021	
107758	20110930	Bonanza Valley State Bank	10993	Brooten	MN	56316-0400	
108269	20110930	FIRST NATIONAL BANK	03351	MOODY	TX	76557	
108652	20110930	First National Bank Of Buhl, The	5105	Buhl	MN	55713	
108746	20110930	MASON CITY NATIONAL BANK	16198	MASON CITY	IL	62664	
108951	20110930	Reliabank Dakota	16221	Estelline	SD	572310128	
109136	20110930	Peoples Bank & Trust	25795	Buford	GA	30518	
109154	20110930	FIRST SECURITY BANK	09728	BYRON	MN	55920	
109453	20110930	BankStar Financial	496	Elkton	SD	57026	
109574	20110930	Haverhill Bank	26411	Haverhill	MA	018312356	
109659	20110930	First National Bank	15059	Arcadia	LA	71001	
110413	20110930	Sutton Bank	5962	Attica	OH	448070505	
110655	20110930	LISCO STATE BANK	11479	LISCO	NE	691480105	
110936	20110930	EuroBank	26725	Coral Gables	FL	331344412	
110945	20110930	United Southern Bank	9309	Hopkinsville	KY	42240	
111157	20110930	BANK OF LINDSAY	19087	LINDSAY	NE	68644	
111205	20110930	Sanford Institution for Savings	17115	Sanford	ME	040730472	
111661	20110930	First National Bank of Mount Vernon	3355	Mount Vernon	TX	754570909	
111942	20110930	First National Bank of Berlin	5286	Berlin	WI	54923	
111979	20110930	Security State Bank	13232	Centralia	WA	98531	
112163	20110930	Guaranty Bond Bank	1208	Mount Pleasant	TX	75455	
112332	20110930	First National Bank	2804	Hartford	AL	36344	
112444	20110930	JACKSON COUNTY BANK	15121	BLACK RIVER FALLS	WI	54615	
112510	20110930	The Baltic State Bank	17759	Baltic	OH	43804	
112556	20110930	State Bank Of Chandler	8858	Chandler	MN	56122	
112837	20110930	Capital One, National Association	4297	McLean	VA	22102	
113003	20110930	Stafford Savings Bank	18227	Stafford Springs	CT	06076	
113030	20110930	FARMERS STATE BANK	19720	DUBLIN	GA	31040	
113441	20110930	FARMERS STATE BANK	14578	LaGrange	IN	467611808	
113601	20110930	Bank of New England	24540	Salem	NH	3079	
113740	20110930	First State Bank	15032	St. Clair Shores	MI	48080	
113937	20110930	Merchants Bank of Alabama	46	Cullman	AL	35055	
114149	20110930	HERITAGE BANK	12513	SPENCER	WI	544790137	
114158	20110930	First National Bank of Liberal	4717	Liberal	KS	67901	
114251	20110930	F&M Bank Minnesota	10184	Clarkfield	MN	56223	
114260	20110930	First National Bank Alaska	16130	Anchorage	AK	99510	
114457	20110930	FIRST NATIONAL BANK AND TRUST, ELK CITY	4086	ELK CITY	OK	73648	
114756	20110930	First Security Bank, N.A.	17209	Flower Mound	TX	75028	
114774	20110930	Abbeville Building & Loan, A State Chartered Savings Bank	30332	Abbeville	LA	70510	
114840	20110930	FIRST STATE BANK	13632	RUSSELLVILLE	AR	72802	
114859	20110930	First Bank and Trust Company	5438	Minden	NE	689590147	
115100	20110930	THE FIRST NATIONAL BANK OF SUFFIELD	2526	SUFFIELD	CT	6078	
115146	20110930	ST ANSGAR STATE BANK	17259	ST ANSGAR	IA	50472	
115155	20110930	STATE BANK OF COKATO	8185	COKATO	MN	553210220	
115221	20110930	Randolph Bank and Trust Company	22746	Asheboro	NC	27203	
115575	20110930	Weymouth bank	26591	Weymouth	MA	02189	
115641	20110930	Cadence Bank, N.A.	4999	Starkville	MS	39760	
116077	20110930	S BANK	26575	WEYMOUTH	MA	2188	
116358	20110930	State Bank of Cold Spring	12444	Cold Spring	MN	56320	
116554	20110930	First State Bank	18924	Elmore City	OK	734330127	
116639	20110930	BANK OF WALNUT GROVE	8558	WALNUT GROVE	MS	39189	
116732	20110930	Citizens Bank	5712	Cairo	GA	39828	
116741	20110930	United Bank and Trust Company	14247	Hampton	IA	504410555	
117038	20110930	HEADLAND NATIONAL BANK	2805	HEADLAND	AL	36345	
117458	20110930	BankFirst	20130	Norfolk	NE	68701	
117672	20110930	Abington Bank	26549	Abington	MA	02351	
117775	20110930	The Southern Bank Company	29731	Gadsden	AL	359010000	
118156	20110930	SECURITY BANK & TRUST CO	9172	PARIS	TN	38242	
118174	20110930	Mayflower Co-operative Bank	26553	Middleboro	MA	02346	
118660	20110930	HOME BANK OF CALIFORNIA	26271	SAN DIEGO	CA	92109	
118736	20110930	Bank of Yazoo City	11431	Yazoo City	MS	39194	
119153	20110930	THE SECURITY NATIONAL BANK OF ENID	14966	ENID	OK	73701	
119274	20110930	North Cascades National Bank	26846	Chelan	WA	98816	
119528	20110930	The Farmers National Bank of Emlenton	7875	Emlenton	PA	163730046	
119779	20110930	Cape Cod Cooperative Bank	26517	Hyannis	MA	02601	
120542	20110930	State Bank of Chilton	12331	Chilton	WI	53014	
120609	20110930	Thomaston Savings Bank	18258	Thomaston	CT	067870000	
120953	20110930	FARMERS STATE BANK	1686	PARKSTON	SD	573661201	
121642	20110930	BankPlus	5903	Belzoni	MS	39038	
121651	20110930	JONESBORO STATE BANK	09325	JONESBORO	LA	71251	
121914	20110930	Community State Bank of Orbisonia	16976	Orbisonia	PA	17243	
122153	20110930	JACKSON PARISH BANK	8799	JONESBORO	LA	71251	
122546	20110930	First National Bank Of Sandoval, The	3834	Sandoval	IL	62882	
122751	20110930	Farmers State Bank of Dent	01910	Dent	MN	56528	
122854	20110930	Independent Bank	3076	McKinney	TX	75069	
123440	20110930	EAGLE BANK AND TRUST COMPANY	19662	LITTLE ROCK	AR	72221	
123646	20110930	Salin Bank & Trust Co.	9092	Indianapolis	IN	46240	
124344	20110930	Bank of Sun Prairie	13565	Sun Prairie	WI	535900029	
124353	20110930	Pilsen State Bank	15014	Lincolnville	KS	66858	
124830	20110930	Bank of Camilla	17190	Camilla	GA	317300111	
125154	20110930	The Fort Sill National Bank	16416	Fort Sill	OK	73503	
125855	20110930	Sabine State Bank and Trust Co., Inc	8141	Many	LA	71449	
125958	20110930	Lorraine State Bank	17395	Lorraine	KS	67459	
126012	20110930	Champlain National Bank	7356	Willsboro	NY	129960130	
126049	20110930	Bank of Star City, Inc	5634	Star City	AR	71667	
126254	20110930	First State Bank	1479	Union City	TN	38261	
126553	20110930	North Shore Bank of Commerce	8850	Duluth	MN	55802	
126740	20110930	First National Bank in Staunton	14924	Staunton	IL	62088	
126834	20110930	CITIZENS BANK	893	CARTHAGE	TN	37030	
127055	20110930	WESTERN NATIONAL BANK DULUTH	5131	DULUTH	MN	55807	
127224	20110930	FIRST UNITED NATIONAL BANK	7886	FRYBURG	PA	16326	
127701	20110930	Barre Savings Bank	90148	Barre	MA	010050940	
128258	20110930	WESTERN DAKOTA BANK	492	TIMBER LAKE	SD	576560998	
128511	20110930	MITSUBISHI UFJ TRUST & BANKING CORP. (USA)	26621	NEW YORK, NY	NY	10018	
128904	20110930	Eastern Bank	32773	Boston	MA	021103113	
129349	20110930	First National Bank of Steeleville	1049	Steeleville	IL	62288	
129358	20110930	FIRST STATE BANK	9467	GRANDFIELD	OK	73546	
129479	20110930	Wheatland Bank	22939	Spokane	WA	992010813	
129732	20110930	North Community Bank	20624	Chicago	IL	606134489	
129853	20110930	Commercial State Bank, of Wagner	9932	Wagner	SD	57380	
129910	20110930	PEOPLES EXCHANGE BANK	8785	WINCHESTER	KY	40391	
130345	20110930	Community State Bank	9536	Union Grove	WI	53182	
130541	20110930	Horizon Bank, N.A.	4360	Michigan City	IN	463603328	
130813	20110930	Liberty National Bank	6516	Ada	OH	45810	
131034	20110930	Citizens Bank of Florida	16442	Oviedo	FL	327620729	
131155	20110930	City National Bank And Trust Company Of Guymon, The	4107	Guymon	OK	73942	
131173	20110930	Guaranty Bank	28670	Springfield	MO	65807	
131418	20110930	FNB Bank, National Association	7459	Danville	PA	178210279	
131436	20110930	FIRST BANK	9620	CLEWISTON	FL	33440	
131650	20110930	Great Western Bank	15289	Sioux Falls	SD	57104	
131717	20110930	Farmers State Bank, Inc.	5838	Booneville	KY	41314	
131940	20110930	Waldo State Bank	8700	Waldo	WI	53093	
132107	20110930	Androscoggin Savings Bank	17751	Lewiston	ME	042431407	
132152	20110930	First State Bank of Warner	6074	Warner	SD	57479	
132219	20110930	Farmers National Bank	264	Walton	KY	41094	
132451	20110930	FIRST NATIONAL BANK OF LOUISBURG	4722	LOUISBURG	KS	660534121	
132554	20110930	mBank	14816	Manistique	MI	49854	
132853	20110930	Colorado Community Bank	24247	Yuma	CO	80759	
132938	20110930	Planters & Citizens Bank	10072	Camilla	GA	31730	
133850	20110930	First Citizens National Bank	4972	Dyersburg	TN	38024	
133971	20110930	LISLE SAVINGS BANK	29800	LISLE	IL	60532	
134156	20110930	FIRST CENTRAL BANK	10637	CAMBRIDGE	NE	69022	
134437	20110930	Troy Bank and Trust Company	5598	Troy	AL	36081	
134455	20110930	Tensas State Bank	8533	Newellton	LA	71357	
134848	20110930	Teutopolis State Bank	11708	Teutopolis	IL	62467	
135836	20110930	SOUTH LAFOURCHE BANK & TRUST CO.	19755	LAROSE	LA	70373	
135854	20110930	HEARTLAND STATE BANK	9007	REDFIELD	SD	57469	
136048	20110930	Peoples Savings Bank	14868	Wellsburg	IA	506800248	
136338	20110930	Merchant & Farmers Bank and Trust	9319	Leesville	LA	71446	
136459	20110930	GATES BANKING AND TRUST COMPANY	10306	GATES	TN	38037	
136655	20110930	LYNDON STATE BANK	12135	LYNDON	KS	66451	
137205	20110930	Machias Savings Bank	19531	Machias	ME	046540318	
137447	20110930	The First National Bank	3840	Vandalia	IL	624710040	
137456	20110930	The Bank of Beaver City	11862	Beaver	OK	73932	
137559	20110930	Farmers National Bank	4611	Phillipsburg	KS	676610546	
137643	20110930	West Iowa Bank	9105	West Bend	IA	505970407	
137652	20110930	University Bank	14587	Ann Arbor	MI	48104	
137821	20110930	THE MILTON BANKING COMPANY	11085	WELLSTON	OH	45692	
137915	20110930	EMIGRANT BANK	12054	NEW YORK	NY	10017	
138051	20110930	FARMERS STATE BANK of Aliceville	18120	Westphalia	KS	66093	
138257	20110930	First National Bank of Aspermont	3079	Aspermont	TX	79502	
138556	20110930	HOME BANKING COMPANY	9196	SELMER	TN	38375	
138725	20110930	The First National Bank of Powhatan Point	13567	Powhatan Point	OH	43942	
138752	20110930	Farmers State Bank	15352	Atwood	Ks	67730	
139133	20110930	AMERIFIRST BANK	2838	UNION SPRINGS	AL	36089	
139432	20110930	Heritage Bank of North Florida	26680	Orange Park	FL	320672107	
139478	20110930	Harleysville Savings Bank	31461	Harleysville	PA	19438	
