"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
38740	13112	0	0	74912865	OWEN COUNTY STATE BANK	201 WEST MORGAN STREET 	SPENCER	IN	47460	041	2015-01-26T16:06:19
39327	5874	0	0	52101012	CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND	24 NORTH MAIN STREET 	BERLIN	MD	21811	041	2015-01-30T11:21:44
39420	14832	14290	0	41201114	LORAIN NATIONAL BANK, THE	457 BROADWAY 	LORAIN	OH	440521769	041	2015-02-23T12:40:31
39475	22441	0	0	125107037	AMERICANWEST BANK	41 WEST RIVERSIDE AVENUE, SUITE 400 	SPOKANE	WA	99201	041	2015-02-12T12:18:17
39756	4032	0	0	103112523	NBC OKLAHOMA	13401 NORTH PENNSYLVANIA 	OKLAHOMA CITY	OK	73120	041	2015-01-28T14:50:53
40033	11817	0	17580	65303810	RICHTON BANK & TRUST COMPANY	114 S. FRONT STREET 	RICHTON	MS	39476	041	2015-01-29T15:47:52
40350	10653	0	0	104908163	MURRAY STATE BANK	102 WEST MAIN STREET 	MURRAY	NE	68409	041	2015-01-30T09:49:06
40499	59070	0	0	211381372	HARBORONE BANK	770 OAK STREET 	BROCKTON	MA	02301	041	2015-03-04T13:26:11
40855	10980	0	0	91207317	EITZEN STATE BANK	115 HIGHWAY 44 	CALEDONIA	MN	55921	041	2015-01-28T11:48:55
41245	15173	0	0	75906362	FARMERS & MERCHANTS BANK OF ORFORDVILLE	303 SPRING STREET 	ORFORDVILLE	WI	53576	041	2015-01-29T17:45:16
41553	12283	0	0	103101505	FIRST STATE BANK	102 WEST MAIN STREET 	ANADARKO	OK	73005	041	2015-01-06T15:17:00
41629	6913	0	15369	51404325	PIONEER BANK	252 E MAIN STREET 	STANLEY	VA	22851	041	2015-01-29T18:04:54
41825	14017	0	0	55001258	MIDDLETOWN VALLEY BANK	24 WEST MAIN STREET 	MIDDLETOWN	MD	21769	041	2015-02-24T10:06:41
41937	10802	0	0	71112480	FARMERS STATE BANK OF DANFORTH	200 NORTH FRONT ROAD 	DANFORTH	IL	60930	041	2015-01-29T13:43:20
41955	5447	0	0	104102985	BANK OF NEWMAN GROVE	416 HALE AVENUE 	NEWMAN GROVE	NE	68758	041	2015-01-27T15:57:33
42037	70	0	0	62102593	PEOPLES EXCHANGE BANK OF MONROE COUNTY	2013 HIGHWAY 21 BYPASS 	MONROEVILLE	AL	36460	041	2015-01-14T10:19:50
42055	15354	0	0	103101482	ANADARKO BANK AND TRUST COMPANY	110 WEST OKLAHOMA STREET 	ANADARKO	OK	73005	041	2015-02-05T10:55:53
42354	3110	8573	0	111303489	COMMERCIAL NATIONAL BANK OF BRADY, THE	105 E. 2ND STREET 	BRADY	TX	76825	041	2015-01-15T17:57:04
42372	30315	705153	5153	253170884	FIRST FEDERAL SAVINGS BANK OF LINCOLNTON	320 EAST MAIN STREET 	LINCOLNTON	NC	28092	041	2015-03-26T12:01:47
42420	7468	0	0	43306826	FIRST COMMONWEALTH BANK	600 PHILADELPHIA ST 	INDIANA	PA	15701	041	2015-06-30T15:21:20
42448	3887	10004	0	84100793	FIRST NATIONAL BANK	200 WEST COURT STREET 	PARAGOULD	AR	72450	041	2015-01-29T09:26:01
42457	12246	0	0	104102642	COMMERCIAL BANK OF NELSON	401 SOUTH MAIN STREET 	NELSON	NE	68961	041	2015-01-27T11:22:21
42671	32460	708287	8287	311993149	SOUTHWEST SECURITIES, FSB	1201 ELM STREET SUITE 3500	DALLAS	TX	75270	041	2015-01-30T15:34:14
43052	9036	0	0	91510075	SECURITY STATE BANK	7865 U.S. HIGHWAY 2 	IRON RIVER	WI	54847	041	2015-06-29T17:26:50
43351	17685	0	0	101106528	LEONARDVILLE STATE BANK	102 WEST BARTON 	LEONARDVILLE	KS	66449	041	2015-04-15T18:04:17
43744	14823	0	0	75904238	CAMBRIDGE STATE BANK	221 WEST MAIN STREET 	CAMBRIDGE	WI	53523	041	2015-02-04T17:23:39
43856	5141	6991	0	91200848	MINERS NATIONAL BANK OF EVELETH, THE	401 GRANT AVENUE 	EVELETH	MN	55734	041	2015-01-26T13:07:29
43959	18155	0	0	113123528	BRIDGE CITY STATE BANK	701 W. ROUNDBUNCH 	BRIDGE CITY	TX	776112435	041	2015-01-29T11:39:39
44040	4364	9784	0	74908426	FIRST NATIONAL BANK OF MONTEREY, THE	6222 EAST MAIN STREET 	MONTEREY	IN	46960	041	2015-01-27T13:19:01
44433	25258	18283	14891	67011812	INTERCREDIT BANK, NATIONAL ASSOCIATION	1200 BRICKELL AVENUE 4TH FLOOR	MIAMI	FL	33131	041	2015-01-30T12:05:20
44741	9647	0	0	74905225	CITIZENS BANK	33 NORTH INDIANA STREET 	MOORESVILLE	IN	46158	041	2015-01-26T16:33:29
44750	16126	0	0	81518139	CITIZENS BANK OF NEWBURG	1515 MARTIN SPRINGS DRIVE 	ROLLA	MO	65401	041	2015-02-27T13:25:55
44929	6637	46	0	44106384	FIRST NATIONAL BANK OF MCCONNELSVILLE, THE	86 NORTH KENNEBEC AVENUE 	MCCONNELSVILLE	OH	43756	041	2015-01-21T10:09:20
45038	5740	0	0	71112503	STATE BANK OF DAVIS	100 IL ROUTE 75 	DAVIS	IL	61019	041	2015-01-27T10:04:09
45047	14534	14209	0	82902074	FIRST NATIONAL BANK AT PARIS, THE	MAIN AND ELM STREETS 	PARIS	AR	72855	041	2015-01-29T18:14:44
45056	9818	0	0	104908134	PLATTE VALLEY BANK	606 MAIN 	NORTH BEND	NE	68649	041	2015-01-29T16:49:48
45430	22070	0	0	64202873	JOHNSON COUNTY BANK	241 WEST MAIN STREET 	MOUNTAIN CITY	TN	37683	041	2015-01-29T13:52:32
45458	17927	0	0	101109130	VINTAGE BANK KANSAS	101 SOUTH MAIN 	LEON	KS	67074	041	2015-01-23T17:58:24
45551	5170	0	0	73920829	BANK MIDWEST	1525 18TH STREET 	SPIRIT LAKE	IA	51360	041	2015-01-20T09:33:54
45560	16470	0	0	114000763	JEFFERSON BANK	1777 NE LOOP 410 SUITE 201	SAN ANTONIO	TX	78217	041	2015-01-29T12:13:10
45775	28908	0	2601	231371692	IRON WORKERS SAVINGS BANK	3333 CONCORD ROAD 	ASTON	PA	19014	041	2015-01-23T17:01:32
46053	1610	0	0	91900559	STATE BANK OF FARIBAULT, THE	428 CENTRAL AVE. 	FARIBAULT	MN	55021	041	2015-01-16T15:39:24
46941	2765	0	0	83901773	FARMERS BANK AND TRUST COMPANY	111 WEST WASHINGTON 	PRINCETON	KY	42445	041	2015-01-30T15:43:56
47153	16468	0	0	104113709	NORTH LOUP VALLEY BANK	C AND FIRST STREETS 	NORTH LOUP	NE	68859	041	2015-01-28T16:06:05
47247	5033	0	11837	72410903	DART BANK, THE	368 SOUTH PARK STREET 	MASON	MI	488540040	041	2015-02-12T15:12:31
47256	27053	0	0	91512594	COMMUNITY FINANCIAL BANK	450 CENTER STREET 	PRENTICE	WI	54556	041	2015-04-30T16:27:57
47452	25065	18162	0	111103333	FIRST NATIONAL BANK OF BENTON	104 SIBLEY DRIVE 	BENTON	LA	71006	041	2015-01-29T16:16:44
47500	18038	0	7619	211770190	CLAREMONT SAVINGS BANK	145 BROAD STREET 	CLAREMONT	NH	03743	041	2015-01-26T14:21:23
48057	4775	0	0	101102645	PRAIRIE BANK OF KANSAS	200 SOUTH MAIN 	STAFFORD	KS	67578	041	2015-01-30T10:48:20
48150	16778	0	0	91916200	FRANKLIN STATE BANK	278 2ND AVE. E. 	FRANKLIN	MN	55333	041	2015-01-29T20:32:24
48374	28905	0	0	282970110	FIRST FINANCIAL BANK	214 NORTH WASHINGTON 	EL DORADO	AR	71730	041	2015-01-28T18:41:33
48440	9517	0	0	75904856	CLEVELAND STATE BANK	1250 WEST WASHINGTON AVENUE 	CLEVELAND	WI	53015	041	2015-04-30T18:03:29
49054	10212	0	0	91912576	COMMERCE BANK	101 CENTRAL AVENUE SOUTH 	GENEVA	MN	56035	041	2015-01-28T09:43:13
49148	9265	0	0	71105866	RUSHVILLE STATE BANK	100 EAST LAFAYETTE STREET 	RUSHVILLE	IL	62681	041	2015-01-30T16:13:20
49241	19371	15482	0	82901088	RELYANCE BANK, NATIONAL ASSOCIATION	917 CHERRY STREET 	PINE BLUFF	AR	71601	041	2015-01-29T11:20:25
49344	1001	0	10973	72403677	MASON STATE BANK	322 SOUTH JEFFERSON STREET 	MASON	MI	48854	041	2015-02-02T12:07:49
49643	15116	0	0	75907345	PALMYRA STATE BANK	111 EAST MAIN STREET 	PALMYRA	WI	53156	041	2015-04-30T15:36:33
49652	16473	0	0	101102438	FIRST BANK	128 SOUTH BROADWAY 	STERLING	KS	67579	041	2015-01-27T14:28:21
49821	12267	0	10510	53100685	HIGH POINT BANK AND TRUST COMPANY	300 NORTH MAIN STREET 	HIGH POINT	NC	27260	041	2015-03-04T16:53:16
49858	26727	0	0	114917157	BANK OF SOUTH TEXAS	1421 EAST NOLANA AVENUE 	MCALLEN	TX	78504	041	2016-02-04T09:56:59
49951	4041	0	0	103110305	FIRST SECURITY BANK, THE	15 SOUTH DOUGLAS AVENUE 	BEAVER	OK	73932	041	2015-01-29T16:11:12
50144	14561	0	0	83906228	STATE BANK OF MEDORA	24 EAST MAIN STREET 	MEDORA	IN	47260	041	2015-01-12T11:51:16
50461	23242	0	0	121038265	CALIFORNIA PACIFIC BANK	250 MONTGOMERY STREET, SUITE 500 	SAN FRANCISCO	CA	94104	041	2015-01-20T18:20:14
50546	1298	0	0	84106221	LITTLE RIVER BANK	202 GREENWOOD AVENUE 	LEPANTO	AR	72354	041	2015-01-23T12:06:00
50854	2332	0	0	103112358	WILBURTON STATE BANK	123 EAST MAIN STREET 	WILBURTON	OK	74578	041	2015-01-15T16:17:52
50872	29313	703267	3267	242170646	WINCHESTER FEDERAL BANK	57 SOUTH MAIN STREET 	WINCHESTER	KY	40391	041	2015-01-30T14:41:12
50957	1149	0	0	101014924	ALTERRA BANK	11300 TOMAHAWK CREEK PARKWAY 	LEAWOOD	KS	66211	041	2015-01-30T11:14:42
51253	9176	0	0	84307761	BANK OF CAMDEN	102 EAST MAIN STREET 	CAMDEN	TN	38320	041	2015-08-20T14:23:29
51356	22839	0	0	103102300	LATIMER STATE BANK	301 WEST MAIN STREET 	WILBURTON	OK	74578	041	2015-04-20T17:03:59
51459	16436	0	0	101110271	CENTERA BANK	119 SOUTH INMAN 	SUBLETTE	KS	67877	041	2015-01-29T14:42:54
51730	22131	0	14988	62102713	CITY BANK OF HARTFORD	307 WEST MAIN STREET 	HARTFORD	AL	36344	041	2015-01-28T14:11:13
51842	14445	0	0	75902670	FARMERS & MERCHANTS UNION BANK	159 WEST JAMES STREET 	COLUMBUS	WI	53925	041	2015-03-05T16:13:42
52719	90544	0	0	26002066	DEPOSITORY TRUST COMPANY, THE	55 WATER STREET 	NEW YORK	NY	10041	041	2015-01-29T11:30:17
52951	8980	0	0	103109374	SECURITY STATE BANK OF WEWOKA, OKLAHOMA	210 SOUTH MEKUSUKEY 	WEWOKA	OK	74884	041	2015-01-30T09:27:40
53033	21837	16401	0	67009646	SABADELL UNITED BANK, NATIONAL ASSOCIATION	1111 BRICKELL AVENUE 29TH FLOOR 	MIAMI	FL	33131	041	2015-01-30T15:47:04
53051	11916	0	0	111909773	BUCKHOLTS STATE BANK, THE	100 N. 4TH STREET 	BUCKHOLTS	TX	76518	041	2015-01-29T09:59:23
53752	16182	0	0	113122082	FIRST STATE BANK	101 WORTH STREET 	HEMPHILL	TX	75948	041	2015-01-23T11:05:18
54049	11603	0	0	75906524	BANK OF POYNETTE	105 SOUTH MAIN STREET 	POYNETTE	WI	53955	041	2015-01-13T16:09:48
54058	1868	0	0	101106285	BANK OF TESCOTT	FIRST AND MAIN STREETS 	TESCOTT	KS	67484	041	2015-01-07T16:47:24
54375	28915	0	0	283071827	YOUR COMMUNITY BANK	101 WEST SPRING STREET 	NEW ALBANY	IN	47150	041	2015-02-19T08:53:41
54441	6183	0	0	75903637	AMERICAN BANK & TRUST WISCONSIN	100 NORTH MAIN STREET 	CUBA CITY	WI	538070827	041	2015-01-22T13:39:06
54656	12501	0	0	111908965	CITIZENS STATE BANK	1330 WEST COMMERCE STREET 	BUFFALO	TX	758319705	041	2015-02-11T09:13:49
54973	32526	708384	8384	321370765	AMERICAN SAVINGS BANK, F.S.B.	1001 BISHOP STREET 	HONOLULU	HI	96813	041	2015-01-30T17:44:14
55336	16539	0	0	65404560	METAIRIE BANK & TRUST COMPANY	3344 METAIRIE ROAD 	METAIRIE	LA	70001	041	2015-01-12T15:35:04
55635	10319	0	0	64000185	CITIZENS SAVINGS BANK AND TRUST COMPANY	2013 JEFFERSON STREET 	NASHVILLE	TN	37208	041	2015-04-27T12:14:59
55653	1150	0	0	101100676	FIDELITY STATE BANK AND TRUST COMPANY	600 KANSAS AVENUE 	TOPEKA	KS	66603	041	2015-03-31T11:33:54
55970	28914	702610	2610	323270274	EVERGREEN FEDERAL BANK	969 SOUTHEAST SIXTH STREET 	GRANTS PASS	OR	97526	041	2015-01-29T19:36:34
56258	10218	0	0	91901862	CITIZENS BANK & TRUST CO., HUTCHINSON, MINN.	102 MAIN STREET S. 	HUTCHINSON	MN	55350	041	2015-01-15T11:51:04
56351	3250	13443	0	111903151	CITIZENS NATIONAL BANK	201 WEST MAIN STREET 	HENDERSON	TX	75652	041	2015-01-29T16:26:12
56427	7919	5833	0	43307841	CITIZENS NATIONAL BANK OF MEYERSDALE, THE	135 CENTER STREET 	MEYERSDALE	PA	15552	041	2015-01-27T14:54:15
56548	14769	0	0	75910484	DMB COMMUNITY BANK	321 NORTH MAIN STREET 	DE FOREST	WI	53532	041	2015-01-15T17:25:32
56557	22683	0	0	102003206	COBIZ BANK	821 17TH STREET 	DENVER	CO	80202	041	2015-01-29T18:36:44
56717	9888	0	0	31308551	DIME BANK, THE	820-822 CHURCH STREET 	HONESDALE	PA	18431	041	2015-01-22T10:38:44
57040	14468	14184	0	75903019	FIRST NATIONAL BANK AT DARLINGTON	245 MAIN STREET 	DARLINGTON	WI	53530	041	2015-01-30T12:20:32
57228	5866	0	15171	55002998	NEW WINDSOR STATE BANK	213 MAIN STREET 	NEW WINDSOR	MD	21776	041	2015-01-29T10:30:09
57451	17162	0	0	91811004	DAIRY STATE BANK	16 S. MAIN STREET 	RICE LAKE	WI	54868	041	2015-01-26T10:51:41
58177	29323	703280	3280	242272670	RIPLEY FEDERAL SAVINGS BANK	1006 SOUTH SECOND ST 	RIPLEY	OH	45167	041	2015-01-30T13:14:42
58207	6212	0	11281	11701314	FIRST COLEBROOK BANK, THE	132 MAIN STREET 	COLEBROOK	NH	03576	041	2015-05-01T10:31:49
58225	769	0	0	44205146	FARMERS BANK AND SAVINGS COMPANY, THE	211 WEST SECOND STREET 	POMEROY	OH	45769	041	2015-01-26T15:06:13
58243	20296	0	0	75911852	JOHNSON BANK	555 MAIN STREET 	RACINE	WI	53403	041	2015-01-30T13:26:26
58355	9733	0	0	91208141	VANTAGE BANK	202 MAIN STREET 	KENT	MN	56553	041	2015-01-29T14:39:26
58551	421	0	0	103109581	SECURITY STATE BANK	402 BROADWAY 	CHEYENNE	OK	73628	041	2015-01-07T10:31:00
58636	11448	0	11294	65303328	CENTURY BANK	4282 MAIN STREET 	LUCEDALE	MS	39452	041	2015-01-30T11:02:56
58757	1409	0	0	91208138	KENSINGTON BANK	11 N. CENTRAL AVENUE 	KENSINGTON	MN	56343	041	2015-01-26T12:35:43
58971	1281	0	0	125100089	WASHINGTON TRUST BANK	717 WEST SPRAGUE AVENUE 	SPOKANE	WA	99201	041	2015-01-30T14:47:58
59316	698	0	0	31308548	WAYNE BANK	717 MAIN STREET 	HONESDALE	PA	18431	041	2015-01-29T15:13:08
59352	3127	5484	0	111902819	CITIZENS NATIONAL BANK	118 SOUTH HOUSTON STREET 	CAMERON	TX	76520	041	2015-01-21T10:22:46
59370	30680	705740	5740	252172485	FIRST SHORE FEDERAL SAVINGS AND LOAN ASSOCIATION	106 SOUTH DIVISION STREET 	SALISBURY	MD	21801	041	2015-02-12T10:49:13
59754	2317	0	0	103109206	BANK OF WYANDOTTE, THE	2 EAST BROADWAY 	WYANDOTTE	OK	74370	041	2015-01-20T11:26:14
60143	983	0	0	111000753	COMERICA BANK	1717 MAIN STREET 	DALLAS	TX	75201	031	2017-06-27T17:35:44
60330	22537	0	13233	62203010	PEOPLES BANK OF ALABAMA	1912 CHEROKEE AVENUE SOUTH WEST 	CULLMAN	AL	35055	041	2015-02-27T15:17:07
60545	963	0	0	73903493	HOME TRUST & SAVINGS BANK, THE	628 MAIN STREET 	OSAGE	IA	50461	041	2015-01-29T16:07:10
60554	10162	0	0	91204404	FIRST STATE BANK MINNESOTA	102 W. MAIN STREET 	LE ROY	MN	55951	041	2015-01-19T11:05:32
60648	4324	10465	0	74907126	FIRST NATIONAL BANK	302 SOUTH MAIN STREET 	CLOVERDALE	IN	46120	041	2015-01-27T12:01:19
61122	4857	0	10579	52100987	FIRST UNITED BANK & TRUST	19 SOUTH SECOND STREET 	OAKLAND	MD	21550	041	2015-06-30T11:33:20
61177	30695	705760	5760	304971974	HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NEBRASKA	201 WEST 7TH STREET 	LEXINGTON	NE	68850	041	2015-02-20T14:31:46
61355	6063	23771	0	91408899	CORTRUST BANK NATIONAL ASSOCIATION	100 EAST HAVENS & MAIN 	MITCHELL	SD	57301	041	2015-02-23T19:25:37
61476	26590	0	13875	211373584	PILGRIM BANK	40 S. MAIN STR 	COHASSET	MA	02025	041	2015-01-30T15:41:26
61757	8843	15037	0	91903051	AMERICAN HERITAGE NATIONAL BANK	24 SECOND ST. SOUTH 	LONG PRAIRIE	MN	56347	041	2015-01-28T11:12:45
61832	3579	13102	16000	63104312	FIRST NATIONAL BANK OF MOUNT DORA, THE	714 NORTH DONNELLY STREET 	MOUNT DORA	FL	32757	041	2015-02-20T15:27:38
61953	4071	6879	0	103103600	FIRST NATIONAL BANK OF COWETA, THE	106 SOUTH BROADWAY 	COWETA	OK	74429	041	2015-01-26T17:32:23
62044	21342	0	0	83902439	SEBREE DEPOSIT BANK	7079 STATE ROUTE 56 EAST 	SEBREE	KY	42455	041	2015-04-22T14:13:42
62110	26622	24920	0	0	ROCKEFELLER TRUST COMPANY, NATIONAL ASSOCIATION	10 ROCKEFELLER PLAZA 	NEW YORK	NY	10020	041	2015-04-28T15:09:38
62147	12512	0	0	75906702	COMMUNITY FIRST BANK	275 WEST GRAND AVENUE 	ROSHOLT	WI	54473	041	2015-01-30T17:10:22
62772	30698	0	0	264171209	FIRST ADVANTAGE BANK	1430 MADISON STREET 	CLARKSVILLE	TN	37040	041	2015-01-22T12:13:44
63050	17959	0	0	102104927	DOLORES STATE BANK, THE	101 SOUTH 6TH 	DOLORES	CO	81323	041	2015-01-23T17:25:32
63069	17281	14695	0	122016066	CITY NATIONAL BANK	555 SOUTH FLOWER STREET 	LOS ANGELES	CA	90071	031	2015-01-30T20:28:22
63201	6954	412	0	21306547	CAYUGA LAKE NATIONAL BANK	165 CAYUGA STREET 	UNION SPRINGS	NY	13160	041	2015-01-26T13:13:33
63573	26487	0	13294	211373063	WALPOLE CO-OPERATIVE BANK	982 MAIN STREET 	WALPOLE	MA	02081	041	2015-01-26T15:10:23
63733	1711	0	0	64102740	CITIZENS BANK	400 HIGHWAY 52 BYPASS WEST 	LAFAYETTE	TN	37083	041	2015-02-03T17:14:11
63742	12781	0	0	75906854	HOMETOWN BANK	80 SHEBOYGAN STREET 	FOND DU LAC	WI	54935	041	2015-01-23T11:55:44
63751	15009	0	0	101110608	TOWANDA STATE BANK	400 MAIN STREET 	TOWANDA	KS	67144	041	2015-01-24T20:48:59
64150	8718	0	0	102301636	WYOMING BANK & TRUST	5827 YELLOWSTONE ROAD 	CHEYENNE	WY	82009	041	2015-06-01T15:11:55
64543	15714	0	0	81304822	BLOOMFIELD STATE BANK	48 NORTH WASHINGTON STREET 	BLOOMFIELD	IN	47424	041	2015-01-26T15:15:17
64552	11521	0	0	103012966	BANK2	909 SOUTH  MERIDIAN AVENUE 	OKLAHOMA CITY	OK	73108	041	2015-02-12T15:09:47
64730	9069	0	14826	61110557	FARMERS & MERCHANTS BANK	100 SOUTH MADISON AVENUE 	EATONTON	GA	31024	041	2015-06-19T10:49:11
65205	16636	0	12135	211174165	TORRINGTON SAVINGS BANK, THE	129 MAIN STREET BOX 478	TORRINGTON	CT	06790	041	2015-01-30T09:09:32
65241	14980	0	0	73921653	CLARKE COUNTY STATE BANK	139 SOUTH MAIN STREET 	OSCEOLA	IA	50213	041	2015-01-12T14:38:14
65513	26633	20547	0	26010773	DELTA NATIONAL BANK AND TRUST COMPANY	650 FIFTH AVE 26 FL 	NEW YORK	NY	10019	031	2015-01-29T16:22:20
65559	15562	0	0	91408763	PIONEER BANK & TRUST	700 STATE STREET 	BELLE FOURCHE	SD	57717	041	2015-04-30T11:54:11
65746	5840	0	0	83901621	CITIZENS UNION BANK OF SHELBYVILLE	1854 MIDLAND TRAIL 	SHELBYVILLE	KY	40065	041	2015-01-27T14:46:29
65858	4789	0	0	101100579	EMPRISE BANK	257 NORTH BROADWAY 	WICHITA	KS	67202	041	2015-01-27T10:35:59
66154	6101	0	0	84303639	DECATUR COUNTY BANK	56 NORTH PLEASANT STREET 	DECATURVILLE	TN	38329	041	2015-04-24T11:16:50
66275	29332	0	3294	262283665	FIRST SOUTHERN BANK	301 SOUTH COURT STREET 	FLORENCE	AL	35630	041	2015-01-30T11:39:44
66677	28346	701409	1409	242071017	CINCINNATI FEDERAL SAVINGS AND LOAN ASSOCIATION	6581 HARRISON AVE 3RD FL 	CINCINNATI	OH	45247	041	2015-02-19T14:38:53
67142	13113	0	0	81303920	PEOPLES TRUST AND SAVINGS BANK	132 SOUTH THIRD STREET 	BOONVILLE	IN	47601	041	2015-01-27T09:42:21
67151	20156	0	0	103001469	KIRKPATRICK BANK	15 EAST 15TH STREET 	EDMOND	OK	73013	041	2015-02-09T09:41:44
67209	90251	0	8496	211371502	NEWBURYPORT FIVE CENTS SAVINGS BANK	63 STATE STREET 	NEWBURYPORT	MA	01950	041	2015-02-24T20:34:51
67254	27010	0	0	102006012	YOUNG AMERICANS BANK	3550 EAST 1ST AVENUE 	DENVER	CO	80206	041	2015-01-30T17:05:20
67311	13675	14579	0	41200555	FIRSTMERIT BANK, N.A.	106 S MAIN ST 	AKRON	OH	443081444	041	2015-01-29T11:24:37
67656	32629	708547	8547	91406833	FIRST SAVINGS BANK	201 N. 3RD STREET 	BERESFORD	SD	57004	041	2015-01-28T10:46:21
67870	29331	703293	3293	261270789	THOMAS COUNTY FEDERAL SAVINGS & LOAN ASSOCIATION	131 SOUTH DAWSON STREET 	THOMASVILLE	GA	317925506	041	2015-01-30T13:23:40
68345	1884	0	0	83901414	PEOPLES BANK OF BULLITT COUNTY, THE	1612 HIGHWAY 44 EAST 	SHEPHERDSVILLE	KY	40165	041	2015-01-23T14:18:10
68448	5325	11463	0	75902120	UNION NATIONAL BANK & TRUST COMPANY	124 WEST OAK STREET 	SPARTA	WI	54656	041	2015-01-13T14:37:52
68671	31864	707547	7547	265371066	GRAND BANK FOR SAVINGS, F.S.B.	204 WESTOVER DRIVE 	HATTIESBURG	MS	39402	041	2015-01-28T14:55:53
68756	11522	23516	0	103107392	LIBERTY NATIONAL BANK	629 SW C AVENUE, SUITE B 	LAWTON	OK	73501	041	2015-09-23T15:47:11
68831	10594	0	0	65304327	BANK OF FRANKLIN	9 MAIN STREET 	MEADVILLE	MS	39653	041	2015-01-26T12:16:25
68840	15177	0	0	75902816	UNION BANK & TRUST COMPANY	2 EAST MAIN STREET 	EVANSVILLE	WI	535361122	041	2015-01-26T17:32:57
68859	3014	2637	0	102100552	FIRST NATIONAL BANK OF DURANGO, THE	259 WEST NINTH STREET 	DURANGO	CO	81301	041	2015-01-29T17:18:16
68943	15484	0	0	73901288	TRUBANK	302 SOUTH MARKET STREET 	OSKALOOSA	IA	52577	041	2015-01-27T11:18:23
69333	4993	7266	0	65300211	CITIZENS NATIONAL BANK OF MERIDIAN, THE	512 22ND AVENUE 	MERIDIAN	MS	39301	041	2015-03-26T15:56:11
69678	2987	3956	0	123300153	BAKER BOYER NATIONAL BANK	7 WEST MAIN STREET 	WALLA WALLA	WA	99362	041	2015-01-26T16:39:49
70058	1480	0	0	84302232	FARMERS & MERCHANTS BANK, THE	110 SOUTH MAIN 	DYER	TN	38330	041	2015-01-26T11:54:17
70218	23373	0	10769	26002752	UNITED ORIENT BANK	10 CHATHAM SQUARE 	NEW YORK	NY	10013	041	2015-01-26T13:55:53
70414	7666	7005	0	31312835	NORTHUMBERLAND NATIONAL BANK, THE	245 FRONT STREET 	NORTHUMBERLAND	PA	17857	041	2015-01-29T11:42:55
70638	9366	0	12640	65303467	PEOPLES BANK	160 EAST MAUD AVENUE 	MENDENHALL	MS	39114	041	2015-01-28T11:31:17
70955	13696	0	0	104112917	NEBRASKA STATE BANK	301 PRAIRIE AVENUE 	BRISTOW	NE	68719	041	2015-01-07T10:25:32
71073	28349	701412	1412	241271614	HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NILES OHIO	55 N MAIN ST 	NILES	OH	44446	041	2015-01-27T10:12:27
71318	7464	661	0	31908074	DNB FIRST, NATIONAL ASSOCIATION	4 BRANDYWINE AVENUE 	DOWNINGTOWN	PA	19335	041	2015-01-29T14:10:18
71457	18748	0	0	104106693	BRUNING STATE BANK	104 MAIN STREET 	BRUNING	NE	68322	041	2015-01-27T13:57:19
71859	13959	0	0	101110802	CBW BANK	109 EAST MAIN STREET 	WEIR	KS	66781	041	2015-01-20T13:44:54
72258	12591	0	0	102301542	CONVERSE COUNTY BANK, THE	322 EAST WALNUT STREET 	DOUGLAS	WY	82633	041	2015-01-30T14:04:14
72351	16941	0	0	101104342	FARMERS STATE BANK	211 SAINT JOSEPH 	WATHENA	KS	66090	041	2015-01-08T10:26:46
72454	8210	0	0	91907578	FREEPORT STATE BANK	111 MAIN STREET EAST 	FREEPORT	MN	56331	041	2015-01-28T16:06:57
72678	28348	0	1411	243270671	BELMONT SAVINGS BANK	3301 GUERNSEY STREET 	BELLAIRE	OH	43906	041	2015-01-30T08:24:08
73116	17123	0	13184	231175759	ARTISANS' BANK	2961 CENTERVILLE ROAD 	WILMINGTON	DE	19808	041	2015-03-09T12:34:49
73152	4097	9767	0	103102342	FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW, THE	312 NORTH MAIN STREET 	FAIRVIEW	OK	73737	041	2015-01-27T11:26:57
73554	1992	0	0	104913190	PATHWAY BANK	306 SOUTH HIGH STREET 	CAIRO	NE	68824	041	2015-01-27T15:02:49
73956	12422	0	0	101101057	SECURITY STATE BANK	101 NORTH WASHINGTON AVENUE 	WELLINGTON	KS	67152	041	2015-01-28T10:26:11
74056	16707	0	0	104113738	SOUTH CENTRAL STATE BANK	673 BROAD STREET 	CAMPBELL	NE	68932	041	2015-02-13T18:05:12
74140	1005	0	14121	72403004	ISABELLA BANK	139 EAST BROADWAY 	MOUNT PLEASANT	MI	48858	041	2015-03-13T16:36:21
74159	1682	0	0	91402578	DAKOTA STATE BANK	211 N. MAIN ST. 	BLUNT	SD	57522	041	2015-01-26T13:57:03
74403	17960	0	13444	211470225	MERRIMACK COUNTY SAVINGS BANK	89 NORTH MAIN STREET BOX 2826	CONCORD	NH	03301	041	2015-03-10T09:24:03
