"IDRSSD"	RCFD0010	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	
5461																																																																																																																																																																																																33829	0	0	137865	494090	0	6267	0	43003	0	0	0	0	52251	0	0	770	4195	0	0	4377	4377	30002	145547	22203	23286	307476	0	0	0.095656	0.150129	0.137553	0.000000	0.000000	0.000000	47874	4377	-4871	0	0	0	0	0	0	0	0	0	0	0	
5751																																																																																																																																																																																																4924	0	0	50767	184323	0	1054	0	28087	0	0	0	0	26657	0	0	0	13944	0	0	1054	1054	14954	37706	29155	7186	101038	0	0	0.140272	0.204731	0.196636	0	0	0	25603	1054	871	0	0	0	0	0	0	0	0	0	0	0	
6039																																																																																																																																																																																																16483	0	0	11551	84892	0	1327	0	7736	0	0	0	0	8263	0	0	183	3065	0	0	748	748	6773	23143	5112	6598	51048	0	353	0.0885	0.1394	0.1268	0.0000	0.0000	0.0000	7515	748	-132	0	0	0	0	0	0	0	0	0	0	0	
6141																																																																																																																																																																																																7015	0	20156	0	58234	0	459	0	5507	0	0	0	0	5866	0	0	0	0	0	0	376	376	689	24764	16202	732	17038	0	17	0.0929	0.1955	0.1829	0.0000	0.0000	0.0000	5490	376	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																																																																																																																39948	0	0	34625	460153	0	7368	0	37433	0	0	0	0	41913	0	0	1431	10878	0	0	4573	4573	32870	52501	66981	37428	315028	0	0	0.080614	0.115459	0.102861	0.000000	0.000000	0.000000	37340	4573	93	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																																																																8496	0	0	499352	754696	833	0	0	57612	0	0	0	28	56158	0	0	0	0	0	0	0	833	106308	388883	4426	6567	253507	0	0	0.0745	0.1684	0.1659	0.0000	0.0000	0.0000	55325	833	2287	51	5000	0	0	0	0	0	0	0	0	0	
7045																																																																																																																																																																																																6863	0	0	89655	177729	0	1063	0	16570	0	0	0	0	18140	0	0	272	0	0	0	1063	1063	11734	77980	37612	3845	52305	0	0	0.0928	0.2089	0.1966	0.0000	0.0000	0.0000	17077	1063	-507	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																																																																																3216	0	5080	8666	167710	0	1533	0	31132	0	0	0	0	30206	0	0	1772	0	0	0	1454	1454	2448	18502	87405	13382	59504	0	334	0.173965	0.259906	0.247395	0	0	0	28752	1454	-68	0	0	0	0	0	0	0	0	0	0	0	
7157																																																																																																																																																																																																655	0	0	21629	46357	0	186	0	4540	0	0	0	0	4767	0	0	0	0	0	0	186	186	1755	22162	8663	589	14022	0	0	0.096582	0.201012	0.193169	0.000000	0.000000	0.000000	4581	186	-41	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																																																																																8511	0	7390	6416	68780	0	521	0	5064	0	0	0	0	5544	0	0	75	0	0	0	521	521	8700	11245	2957	1162	46356	0	0	0.0743	0.1106	0.1002	0.0000	0.0000	0.0000	5023	521	41	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																																																																																																																																10648	0	6	9444	61299	0	1013	0	6338	0	0	0	0	7102	0	0	0	641	0	0	519	519	10700	6372	11087	2319	34398	0	0	0.106303	0.173038	0.160393	0.000000	0.000000	0.000000	6583	519	-245	0	0	0	0	0	0	0	0	0	0	0	
8033																																																																																																																																																																																																9486	0	0	8158	196218	0	1016	0	19640	0	0	0	0	20771	0	0	639	9930	0	0	1016	1016	16311	25646	55428	7347	99836	0	0	0.096244	0.155017	0.147434	0.000000	0.000000	0.000000	19755	1016	-115	0	0	0	0	0	0	0	0	0	0	0	
8462																																																																																																																																																																																																22481	0	0	88398	160565	0	561	0	16174	0	0	0	0	17251	0	0	200	0	0	0	561	561	9501	106793	5532	1009	39816	0	0	0.1031	0.2677	0.2590	0.0000	0.0000	0.0000	16690	561	-516	0	0	0	0	0	0	0	0	0	0	0	
8631																																																																																																																																																																																																8786	0	0	13601	60474	0	448	0	6447	0	0	0	0	7137	0	0	0	2602	0	0	444	444	5002	19864	12838	4243	23614	0	0	0.109619	0.201110	0.188599	0.000000	0.000000	0.000000	6693	444	-246	0	0	0	0	0	0	0	0	0	0	0	
9357																																																																																																																																																																																																68122	0	0	62982	403623	0	3709	0	74243	0	0	0	0	50234	0	0	0	0	0	0	2775	2775	59988	77392	76442	1675	166726	75412	0	0.1224	0.2272	0.2147	0	0	0	47459	2775	-263	0	0	0	0	0	0	0	0	0	0	0	
9553																																																																																																																																																																																																12563	0	22964	26011	169858	0	849	0	10586	0	0	0	0	12153	0	0	0	130	0	0	849	849	13656	49987	8919	6235	98862	0	0	0.0697	0.1061	0.0987	0.0000	0.0000	0.0000	11304	849	-922	0	0	0	0	0	0	0	0	0	0	0	
9807																																																																																																																																																																																																95366	0	324026	187259	2132556	0	58809	0	232122	0	0	0	0	317805	0	0	0	283278	0	0	24741	24741	149187	292834	500853	226789	1418012	0	0	0.136129	0.163489	0.150761	0.000000	0.000000	0.000000	293064	24741	-60942	952	40000	40000	0	0	0	0	0	0	0	0	
9955																																																																																																																																																																																																	0	0	28000	124358	0	1393	0	14737	26	0	0	0	15902	0	0	0	1488	0	0	981	981	23248	31064	5100	2580	66530	0	0	0.120849	0.203598	0.191038	0	0	0	14921	981	-184	0	0	0	0	0	0	0	0	0	0	0	
10250																																																																																																																																																																																																31438	0	0	67331	355437	0	7057	0	30773	0	0	0	0	26783	0	0	1948	129	0	0	3091	3091	31947	71245	40972	19492	211487	0	7440	0.067815	0.110084	0.097380	0	0	0	23692	3091	-359	0	0	0	0	0	0	0	0	0	0	0	
10849																																																																																																																																																																																																26905	0	5052	64258	258940	0	2044	0	25668	0	0	0	0	28795	1	0	83	4696	0	0	1899	1899	63823	36474	35001	22774	127900	0	0	0.1020	0.1858	0.1736	0.0000	0.0000	0.0000	26896	1899	-1922	0	2	0	0	0	0	0	0	0	0	0	
10858																																																																																																																																																																																																31604	0	0	96275	440577	17	2715	0	33857	0	0	0	0	34692	0	0	0	15851	0	0	2754	2771	47689	130076	29124	15740	234391	1390	0	0.075622	0.122633	0.112837	0.000000	0.000000	0.000000	31921	2771	172	0	0	0	0	0	0	0	0	0	0	0	
11145																																																																																																																																																																																																7537	0	0	21004	185585	0	1850	0	18390	0	0	0	0	19447	0	0	0	0	0	0	1623	1623	3827	24036	67748	12170	91194	81	0	0.0959	0.1499	0.1374	0.0000	0.0000	0.0000	17824	1623	116	0	0	0	0	0	0	0	0	0	0	0	
11275																																																																																																																																																																																																102511	0	23233	38617	1293139	0	17670	0	132854	475	0	0	0	141620	97175	0	1173	0	0	0	12687	12687	105913	99336	225749	62180	875914	56031	0	0.100009	0.140282	0.127715	0	0	0	128933	12687	-39	714	26244	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																																																																																27828	0	0	110232	361788	0	2556	0	35221	0	0	0	0	39104	0	0	0	26559	0	0	2556	2556	24659	98319	65265	18752	178112	0	0	0.1034	0.1598	0.1493	0.0000	0.0000	0.0000	36548	2556	-1327	0	0	0	0	0	0	0	0	0	0	0	
11837																																																																																																																																																																																																10623	0	0	59903	106951	0	1138	0	10209	0	0	0	0	11104	0	0	0	870	0	0	642	642	9810	54668	10993	3925	34428	0	2316	0.1024	0.2184	0.2057	0.0000	0.0000	0.0000	10462	642	-2569	0	0	0	0	0	0	0	0	0	0	0	
12030																																																																																																																																																																																																43181	0	3952	15716	315120	0	8995	0	42916	0	0	0	0	45761	0	0	0	1052	0	0	2754	2754	64574	19416	50802	21667	189470	0	0	0.1385	0.2137	0.2009	0.0000	0.0000	0.0000	43007	2754	-91	0	0	0	0	0	0	0	0	0	0	0	
12142																																																																																																																																																																																																16084	0	944	77635	213287	0	1453	0	18444	172	0	0	0	22329	0	0	0	0	-1525	0	1453	1453	18447	72210	35431	13388	90025	0	0	0.098942	0.182740	0.170849	0.000000	0.000000	0.000000	20876	1453	-907	0	0	0	0	0	0	0	0	0	0	0	
12179																																																																																																																																																																																																5710	0	123	1114	38705	0	307	0	7027	0	0	0	0	7173	0	0	0	431	0	0	294	294	1008	6136	19462	4006	12406	0	141	0.178379	0.305507	0.292985	0	0	0	6879	294	7	0	0	0	0	0	0	0	0	0	0	0	
12245																																																																																																																																																																																																3408	0	0	37009	125862	0	1464	0	13605	0	0	0	0	14719	0	0	1002	0	0	0	952	952	4063	35991	38174	2256	49365	0	0	0.109410	0.194516	0.181935	0	0	0	13767	952	-162	0	0	0	0	0	0	0	0	0	0	0	
12311	947459	0	3836667	6960461	59304805	0	645014	0	5537582	5941	0	0	195014	6520190	2758411	2146234	50428	7363050	-168645	216800	621323	838123	3732570	7590223	9072517	3407449	39278931	326213	0	0.099653	0.131432	0.114537	0.000000	0.000000	0.000000	5682067	838123	-39704	322160	16690201	4419374	13775	0	0	0	0	0	0	0	89098	151271	0	0	110154	0	521116	10	86590	49609008	0	0	0	0	0	43098160	2440	18725	18725	398492	398492	0	8778	0	389714	0	383065	440678	5516	-725	0	0	0	599800	347659	0	0	2142594	1685051	9022	0	-393499	833570	5033655	539647	947088	0	0	0	326213	0	0	0	5980	8167786	34924394	195014	0	0	0	0	4585845	474063	156606	517878	29849	-369436	25214	0	309	0	24905	1188	0	0	0	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87354	87354	0	0	87354	0	0	0	0	0	0	0	3681525	0	0	0	3681525	0	199151	321965	3732570	7798461	9481836	43394988	0	1559692	4740918	43394988	49695598	0	0	0	5688308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57465705	-725	57018786	947459		3836667	6960461									195014																																					
12647																																																																																																																																																																																																22846	0	10358	0	98832	0	953	0	9796	0	0	0	0	10642	0	0	0	0	0	0	846	846	2049	22040	25065	5316	50631	285	0	0.1034	0.1576	0.1450	0.0000	0.0000	0.0000	9796	846	0	0	0	0	0	0	0	0	0	0	0	0	
12656																																																																																																																																																																																																667	0	902	0	18382	0	257	0	1603	0	0	0	0	1736	0	0	0	0	0	0	133	133	307	4966	7444	599	5922	0	0	0.0872	0.1651	0.1525	0.0000	0.0000	0.0000	1603	133	0	0	0	0	0	0	0	0	0	0	0	0	
12937																																																																																																																																																																																																31271	0	0	3999	201397	0	1946	0	30763	0	0	0	0	32708	0	0	0	16638	0	0	1945	1945	30061	10209	34495	12733	128578	0	0	0.151112	0.207622	0.195276	0.000000	0.000000	0.000000	30763	1945	0	0	0	0	0	0	0	0	0	0	0	0	
12946																																																																																																																																																																																																11077	0	0	157021	812406	122	11778	0	89211	0	0	0	0	89767	0	0	0	41584	0	0	7531	7653	5252	142305	240554	32967	429343	572	0	0.102322	0.150068	0.137274	0.000000	0.000000	0.000000	82114	7653	-2862	0	0	0	0	0	0	0	0	0	0	0	
12955																																																																																																																																																																																																30241	0	225	4	131556	0	1192	0	12691	0	0	0	0	13883	0	0	0	0	0	0	1192	1192	2	30243	19298	4506	83205	2407	0	0.0957	0.1397	0.1277	0.0000	0.0000	0.0000	12691	1192	0	0	0	0	0	0	0	0	0	0	0	0	
13103																																																																																																																																																																																																18123	0	0	278311	1465902	13752	11081	0	214911	0	0	0	0	209364	0	0	346	0	-2043	0	11088	24840	7553	138935	434764	31483	865345	637	0	0.128800	0.188432	0.166076	0.000000	0.000000	0.000000	184524	24840	20718	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																																																																15942	0	0	3195	41071	0	478	0	4109	0	0	0	0	4382	0	0	0	0	0	0	303	303	13695	2336	7085	1485	18402	0	0	0.097462	0.181826	0.169253	0	0	0	4079	303	30	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																																																																																3635	0	0	6389	23993	0	180	0	5878	0	0	0	0	6093	0	0	0	0	0	0	176	176	3106	8718	91	1741	12317	0	0	0.2466	0.4320	0.4196	0.0000	0.0000	0.0000	5917	176	-39	0	0	0	0	0	0	0	0	0	0	0	
14052																																																																																																																																																																																																12138	0	0	8432	61478	0	577	0	6978	0	0	0	0	7426	0	0	0	0	0	0	491	491	10272	7114	13883	3859	30835	0	0	0.1183	0.1894	0.1769	0.0000	0.0000	0.0000	6935	491	43	0	0	0	0	0	0	0	0	0	0	0	
14155																																																																																																																																																																																																2577	0	0	5724	133338	0	1743	0	15476	0	0	0	0	16882	0	0	0	0	0	0	1425	1425	906	5105	41674	12082	87390	0	0	0.1156	0.1485	0.1360	0.0000	0.0000	0.0000	15457	1425	19	0	0	0	0	0	0	0	0	0	0	0	
14650																																																																																																																																																																																																7920	0	3003	23	29979	0	357	0	3041	0	0	0	0	3198	0	0	0	31	0	0	248	248	7112	2549	2594	1957	17989	0	0	0.100470	0.162294	0.149708	0.000000	0.000000	0.000000	2950	248	1	0	0	0	0	0	0	0	0	0	0	0	
14753																																																																																																																																																																																																5057	0	13903	4592	45258	0	422	0	4075	0	0	0	0	4334	0	0	0	1211	0	0	367	1344	4206	5769	15804	746	19731	0	0	0.066316	0.147726	0.101916	0	0	0	2990	1344	108	0	0	0	0	0	0	0	0	0	0	0	
14865																																																																																																																																																																																																23341	0	4682	14632	298897	0	3600	0	29870	0	0	0	0	32931	0	0	0	17606	0	0	3075	3075	35022	24927	22621	15358	219905	0	0	0.099868	0.134147	0.121621	0	0	0	29856	3075	14	137	0	1967	0	0	0	0	0	0	0	0	
14977																																																																																																																																																																																																10678	0	18	6187	47890	0	325	0	8056	75	0	0	0	8270	0	0	0	0	0	0	325	325	16067	1927	0	2716	30054	0	0	0.1652	0.2717	0.2610	0.0000	0.0000	0.0000	7945	325	111	0	0	0	0	0	0	0	0	0	0	0	
16458																																																																																																																																																																																																14880	0	62537	58066	290962	0	2484	0	34501	0	0	0	0	36159	0	0	0	10866	0	0	2077	2077	16749	119703	39462	12201	117094	0	0	0.119983	0.218099	0.205571	0.000000	0.000000	0.000000	34082	2077	419	0	0	0	0	0	0	0	0	0	0	0	
16551																																																																																																																																																																																																12851	0	15821	30081	242416	0	2274	0	24043	0	0	0	0	25028	0	0	665	7896	0	0	2274	2274	10153	39595	62540	11645	131109	0	0	0.0951	0.1335	0.1213	0.0000	0.0000	0.0000	22754	2274	10	0	0	0	0	0	0	0	0	0	0	0	
16748																																																																																																																																																																																																11206	0	7736	5930	63859	0	512	0	7291	0	0	0	0	7599	0	0	0	5567	0	0	467	467	15544	13913	5959	5341	28769	0	0	0.1109	0.2036	0.1911	0.0000	0.0000	0.0000	7132	467	122	0	0	0	0	0	0	0	0	0	0	0	
16944																																																																																																																																																																																																4983	0	0	19968	39295	0	202	0	3850	0	0	0	0	3852	0	0	0	0	0	0	202	202	4312	15644	9748	589	9571	0	157	0.092923	0.219187	0.207693	0	0	0	3650	202	43	0	0	0	0	0	0	0	0	0	0	0	
16953																																																																																																																																																																																																7398	0	4455	10263	36672	0	76	0	4475	0	0	0	0	5288	0	0	0	0	0	0	76	76	280	22573	0	413	14632	0	0	0.1401	0.2762	0.2722	0.0000	0.0000	0.0000	5212	76	-737	0	0	0	0	0	0	0	0	0	0	0	
17110																																																																																																																																																																																																19753	0	100	26608	105293	0	279	0	18911	0	0	0	0	19221	0	0	1185	36022	0	0	310	310	379	19693	253	4350	85247	0	0	0.1755	0.1781	0.1752	0.0000	0.0000	0.0000	18911	310	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																																																																																161423	0	559378	533835	5417382	0	67870	0	734008	0	0	0	0	599272	38136	0	25774	381324	-8514	0	51617	51617	250669	999114	748245	260921	3334813	5331	2050	0.1158	0.1456	0.1330	0.0000	0.0000	0.0000	547655	51617	-261	0	211248	104898	0	0	0	0	0	0	0	0	
17259																																																																																																																																																																																																5464	0	650	18737	66895	0	256	0	5383	0	0	0	0	5407	0	0	0	388	0	0	256	256	6290	14491	15101	4482	31037	0	0	0.077534	0.130026	0.123870	0	0	0	5151	256	232	0	0	0	0	0	0	0	0	0	0	0	
17464																																																																																																																																																																																																81827	0	706	194481	1404212	0	20857	0	186580	0	0	0	0	156788	5883	0	0	76892	0	0	13824	13824	91948	224028	88405	63201	977094	10359	42899	0.1049	0.1427	0.1301	0.0000	0.0000	0.0000	142964	13824	-35	0	0	0	0	0	0	0	0	0	0	0	
17950																																																																																																																																																																																																14048	0	0	160453	346461	0	3002	0	30970	0	0	0	0	32473	0	0	380	4539	0	0	2422	2422	42730	90223	84070	9647	131206	902	0	0.0882	0.1682	0.1557	0	0	0	30051	2422	-283	0	0	0	0	0	0	0	0	0	0	0	
17978																																																																																																																																																																																																8938	0	165358	0	333347	0	2385	0	103483	0	0	0	0	104987	0	0	0	0	0	0	1504	1504	96075	83166	105629	12906	50862	0	0	0.310436	0.879075	0.866481	0	0	0	103483	1504	0	0	0	0	0	0	0	0	0	0	0	0	
18050																																																																																																																																																																																																30637	0	23965	144316	422923	0	3673	0	42726	0	0	0	0	45669	0	0	673	4141	0	0	2772	2772	49032	156667	66106	18139	154962	233	0	0.105854	0.206790	0.194239	0.000000	0.000000	0.000000	42897	2772	-520	0	0	0	0	0	0	0	0	0	0	0	
18135																																																																																																																																																																																																4068	0	34300	57564	239452	0	1156	0	18105	0	0	0	0	21467	0	0	0	0	0	0	1156	1156	2963	119545	9561	20288	110745	68	0	0.0832	0.1534	0.1452	0.0000	0.0000	0.0000	20311	1156	-2206	0	0	0	0	0	0	0	0	0	0	0	
18377																																																																																																																																																																																																18214	0	0	10604	51243	0	341	0	3974	0	0	0	0	4027	0	0	0	0	0	0	199	199	21012	7414	17047	1512	5892	0	0	0.074642	0.255569	0.242940	0	0	0	3828	199	146	0	0	0	0	0	0	0	0	0	0	0	
