"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
77758																																																																																																																																																																																																	48881	0	0	0	69596	414496	0	2841	0	32737	404835	0	0	0	0	34644	0	0	0	3414	0	0	2890	2890	54830	119385	26349	8088	215306	740	0	0.078453	0.136359	0.124984	0.000000	0.000000	0.000000	31754	2890	900	0	0	0	0	0	0	0	0	
77851																																																																																																																																																																																																	33852	0	0	0	163137	847317	0	8957	0	88908	826593	0	0	0	0	92399	2971	0	0	29813	0	0	8378	8378	29192	137829	146138	68941	536008	1545	0	0.1018	0.1380	0.1255	0.0000	0.0000	0.0000	84021	8378	3685	0	0	0	0	0	0	0	0	
78036																																																																																																																																																																																																	24356	0	0	0	6000	94329	0	1496	0	8033	94299	0	0	0	0	8703	0	0	13	0	0	0	670	670	30278	283	23949	4207	41316	0	0	0.0852	0.1656	0.1528	0.0000	0.0000	0.0000	8033	670	0	0	0	0	0	0	0	0	0	
78157																																																																																																																																																																																																	18512	0	0	1000	0	45153	0	433	0	5578	46021	0	0	0	0	5833	0	0	0	375	0	0	255	255	16764	2748	12936	694	13137	0	0	0.1212	0.2884	0.2758	0.0000	0.0000	0.0000	5578	255	0	0	0	0	0	0	0	0	0	
78241																																																																																																																																																																																																	1904	0	0	0	26427	54147	0	449	0	6451	53665	0	0	0	0	6477	0	0	0	366	0	0	324	324	5059	27423	3288	1558	18375	0	0	0.114656	0.250988	0.238433	0.000000	0.000000	0.000000	6153	324	298	0	0	0	0	0	0	0	0	
78559																																																																																																																																																																																																	4524	0	0	0	18374	70935	0	1204	0	6113	75490	0	0	0	0	5839	0	0	0	0	0	0	603	603	602	22465	8583	4739	39480	0	0	0.0701	0.1225	0.1099	0.0000	0.0000	0.0000	5236	603	123	0	0	0	0	0	0	0	0	
78858																																																																																																																																																																																																	46423	0	0	9009	236273	1222763	0	15986	0	126228	1251642	0	0	0	0	130203	34400	0	3717	37703	0	0	11527	11527	120366	179020	135283	56072	796501	35293	0	0.0954	0.1418	0.1293	0.0000	0.0000	0.0000	118676	11527	49	1092	36860	0	0	0	0	0	0	
79042																																																																																																																																																																																																	3606	0	0	0	49287	141640	0	779	0	15463	143619	0	0	0	0	16136	0	0	29	0	0	0	731	731	33658	35228	44757	4089	28686	0	0	0.107263	0.276193	0.263680	0	0	0	15405	731	58	0	0	0	0	0	0	0	0	
79127																																																																																																																																																																																																	2182	0	0	0	13696	63430	0	587	0	7880	63161	0	0	0	0	7946	0	0	0	2163	0	0	510	510	979	15105	21728	3987	25762	0	0	0.1177	0.1954	0.1828	0.0000	0.0000	0.0000	7436	510	444	0	0	0	0	0	0	0	0	
79145																																																																																																																																																																																																	2156	0	0	0	27408	143792	0	1711	0	16748	139673	0	0	0	0	17545	0	0	150	7565	0	0	1480	1480	982	13128	44568	6180	85702	365	0	0.1150	0.1485	0.1360	0	0	0	16065	1480	683	0	0	0	0	0	0	0	0	
79257																																																																																																																																																																																																	5752	0	0	35	1224	21539	0	322	0	4296	22141	10	0	0	0	4441	0	0	0	238	0	0	179	179	184	7847	2257	429	11539	0	0	0.1925	0.3124	0.2998	0.0000	0.0000	0.0000	4262	179	34	0	0	0	0	0	0	0	0	
79855																																																																																																																																																																																																	24980	0	0	498	14919	194134	0	3334	0	22559	194892	0	0	0	0	23968	2738	0	0	5082	0	0	1840	1840	15286	30130	28414	10341	123565	322	383	0.1138	0.1645	0.1518	0.0000	0.0000	0.0000	22128	1840	48	0	0	0	0	0	0	0	0	
80020																																																																																																																																																																																																	3842	0	0	0	7385	24035	0	39	0	2399	23851	0	0	0	0	2259	0	0	0	686	0	0	39	39	2017	10191	5602	854	6053	0	0	0.093078	0.201068	0.197597	0.000000	0.000000	0.000000	2220	39	179	0	0	0	0	0	0	0	0	
80150																																																																																																																																																																																																	16537	0	0	0	173240	310748	0	187	0	30506	306836	0	0	0	0	32524	0	0	0	8066	0	0	187	187	4568	64510	4078	7602	239707	0	0	0.105389	0.124925	0.124206	0	0	0	32337	187	-2129	0	0	0	0	0	0	0	0	
80431																																																																																																																																																																																																	2518	0	0	0	22096	77631	0	724	0	8730	77970	0	0	0	0	8750	0	0	0	37	0	0	586	586	1957	23267	20656	2761	31862	0	0	0.1047	0.1871	0.1745	0.0000	0.0000	0.0000	8164	586	566	0	0	0	0	0	0	0	0	
80552																																																																																																																																																																																																	5216	0	0	0	2872	20558	0	191	0	1710	20687	0	0	0	0	1827	0	0	74	621	0	0	148	148	3929	4108	3250	1006	9359	0	0	0.081162	0.150855	0.138634	0	0	0	1679	148	31	0	0	0	0	0	0	0	0	
80936																																																																																																																																																																																																	7585	0	0	625	16048	120767	0	1591	0	9944	122364	0	0	0	0	10716	0	0	220	3980	0	0	1142	1142	2287	21922	25737	8956	72042	0	0	0.0782	0.1178	0.1053	0.0000	0.0000	0.0000	9574	1142	370	0	0	0	0	0	0	0	0	
81429																																																																																																																																																																																																	20841	0	0	0	25308	122793	0	3153	0	10158	123966	0	0	0	0	10405	0	0	250	5919	0	0	944	944	32916	13488	17685	8732	60861	0	165	0.0764	0.1422	0.1293	0.0000	0.0000	0.0000	9461	944	532	0	0	0	0	0	0	0	0	
82033																																																																																																																																																																																																	10372	0	0	0	36220	159571	0	6620	0	13125	162387	0	0	0	0	10117	0	0	0	2302	0	0	1265	1265	16040	29534	50892	11006	68652	0	3604	0.0557	0.1055	0.0923	0.0000	0.0000	0.0000	8852	1265	669	0	0	0	0	0	0	0	0	
82257																																																																																																																																																																																																	4205	0	0	0	8143	23394	0	209	0	3046	23223	0	0	0	0	3125	0	0	0	0	0	0	182	182	204	10483	731	488	12074	0	0	0.1267	0.2154	0.2028	0.0000	0.0000	0.0000	2943	182	103	0	0	0	0	0	0	0	0	
82350																																																																																																																																																																																																	5553	0	0	341	11848	45440	0	258	0	4331	46064	10	0	0	0	4296	0	0	0	46	0	0	258	258	1754	18299	8030	1623	17164	0	0	0.0877	0.1728	0.1624	0.0000	0.0000	0.0000	4038	258	293	0	0	0	0	0	0	0	0	
82659																																																																																																																																																																																																	8741	0	0	80	3270	71533	0	814	0	5366	72224	0	0	0	0	5978	0	0	0	0	0	0	667	667	7563	8055	9823	3014	46851	0	0	0.0735	0.1123	0.0998	0.0000	0.0000	0.0000	5311	667	43	0	0	0	0	0	0	0	0	
83151																																																																																																																																																																																																	9622	0	0	0	12968	108910	0	1680	0	8115	114911	0	0	0	0	5292	0	0	68	1582	0	0	1021	1021	18289	7085	5101	7886	76176	0	3719	0.038411	0.065467	0.052836	0	0	0	4271	1021	125	0	0	0	0	0	0	0	0	
83236																																																																																																																																																																																																	10814	0	0	41090	2009	67153	0	136	0	14553	64534	0	0	0	0	14689	0	0	0	3403	0	0	136	136	50707	3477	2289	1496	10800	0	0	0.225509	1.024195	1.014712	0.000000	0.000000	0.000000	14553	136	0	0	0	0	0	0	0	0	0	
83375																																																																																																																																																																																																	9424	0	0	0	196851	545533	0	5500	0	63266	538239	17	0	0	131	64257	5247	0	5791	16428	0	0	4642	4642	34290	155926	53995	28446	303152	4104	0	0.110759	0.173423	0.160895	0.000000	0.000000	0.000000	59615	4642	3651	0	0	0	0	0	0	0	0	
83638	186630	0	0	0	2080965	6635895	0	67146	2844	682035	6829549	7004	0	0	8864	658359	0	0	25822	244209	0	0	48127	48127	1447791	1691870	199007	134181	3280919	417	33644	0.090023	0.171878	0.159314	0.000000	0.000000	0.000000	610232	48127	20998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16928	3830376	6778650	0	0	0	0	0	4171480	0	0	0	2552	2552	0	229	0	2323	0	94	17255	0	0	0	0	0	0	172939	13691	0	0	0	0	0	0	32555	1192193	649539	4430	202248	0	0	0	417	0	0	54982	982888	194159	2939451	0	682	3143	0	5039	254685	50899	26995	42609	1	16308	12911	7435	0	0	5476	1401	0	0	0	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122105	0	0	0	122105	0	0	0	1455226	1692099	199007	3412224	0	338420	99504	3412224	3850148	0	0	0	643876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186630			0	2080965	6635895									8864																																		
83834																																																																																																																																																																																																	25668	0	0	0	45831	156831	0	1318	0	15715	141659	0	0	0	0	15326	0	0	0	300	0	0	1100	1100	4616	63979	26980	6710	61085	0	0	0.1004	0.1747	0.1621	0.0000	0.0000	0.0000	14226	1100	1489	0	0	0	0	0	0	0	0	
83852																																																																																																																																																																																																	6695	0	0	0	16875	36548	0	106	0	8907	33790	0	0	0	0	8302	0	0	191	0	0	0	106	106	7078	16850	1232	1081	10756	298	0	0.2426	0.5595	0.5524	0.0000	0.0000	0.0000	8196	106	711	0	0	0	0	0	0	0	0	
83955																																																																																																																																																																																																	8163	0	0	5490	869	53008	0	267	0	6009	53020	0	0	0	0	6260	0	0	0	0	0	0	267	267	0	11065	0	1876	42183	0	0	0.1130	0.1388	0.1329	0.0000	0.0000	0.0000	5993	267	16	0	0	0	0	0	0	0	0	
84046																																																																																																																																																																																																	1068	0	0	0	26930	49836	0	469	0	5150	48173	0	0	0	0	4996	0	0	0	0	0	0	390	390	1125	15820	7810	3802	24642	0	0	0.095614	0.157856	0.145534	0.000000	0.000000	0.000000	4606	390	544	0	0	0	0	0	0	0	0	
84055																																																																																																																																																																																																	7841	0	0	0	10526	26927	0	73	0	2781	24706	0	0	0	0	2673	0	0	0	2086	0	0	73	73	3559	15293	548	510	7419	0	0	0.1052	0.2254	0.2193	0.0000	0.0000	0.0000	2600	73	181	0	0	0	0	0	0	0	0	
84251																																																																																																																																																																																																	3048	0	0	705	0	18062	0	122	0	4304	18657	0	0	0	0	4426	0	0	0	0	0	0	122	122	868	5439	330	297	11547	0	0	0.2307	0.3451	0.3356	0.0000	0.0000	0.0000	4304	122	0	0	0	0	0	0	0	0	0	
84541																																																																																																																																																																																																	35985	0	0	54396	61587	535508	0	6293	0	56285	518406	2224	0	0	0	62991	0	0	0	11493	0	0	5263	5263	19924	112101	85792	30990	349567	0	0	0.1120	0.1500	0.1374	0.0000	0.0000	0.0000	57728	5263	-4240	0	0	0	0	0	0	0	0	
84804																																																																																																																																																																																																	2848	0	0	133	15913	49317	0	323	0	5355	48551	0	0	0	0	5488	0	0	0	0	0	0	291	291	1100	17457	21651	1587	8962	0	0	0.1070	0.2361	0.2236	0.0000	0.0000	0.0000	5197	291	158	0	0	0	0	0	0	0	0	
85052																																																																																																																																																																																																	2759	0	0	43588	13138	96507	0	867	0	8170	95151	0	0	0	0	8336	0	0	2	0	0	0	438	438	53858	6767	6835	1875	29502	0	0	0.0830	0.2463	0.2334	0.0000	0.0000	0.0000	7898	438	272	0	0	0	0	0	0	0	0	
